"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","76","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","53","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","962","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","36","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Game/ThirdPerson/Meshes/RampMaterial.RampMaterial","0","0","21","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Game/main_core/tram/skp_front_default.skp_front_default","0","21","3","1","18.291529","0","66"
"/Game/main_core/tram/Metal_Embossed.Metal_Embossed","0","21","4","1","15.784639","0","152"
"/Game/main_core/tram/glass.glass","0","40","3","1","33.431828","0","170"
"/Game/main_core/tram/DimGray.DimGray","0","21","4","1","18.218170","0","56"
"/Game/main_core/tram/Color_F16.Color_F16","0","21","5","1","19.125570","0","57"
"/Game/main_core/tram/Color_F14.Color_F14","0","21","6","1","18.991970","0","58"
"/Game/main_core/tram/Color_F02.Color_F02","0","21","7","1","17.883242","0","53"
"/Game/main_core/tram/Color_E07.Color_E07","0","21","8","1","16.011139","0","60"
"/Game/main_core/tram/Color_000.Color_000","0","21","9","1","15.558849","0","53"
"/Game/main_core/signs/theatre_royal/M_Sign_royal.M_Sign_royal","0","12","1","1","9.308314","0","35"
"/Game/main_core/signs/market_square/Market_Sign.Market_Sign","0","12","12","1","9.017924","0","15"
"/Game/main_core/signs/lace_market/lacemarket_Sign.lacemarket_Sign","0","12","12","1","8.974527","0","17"
"/Game/main_core/tram/main_core/lambert1.lambert1","0","12","12","1","9.178365","0","19"
"/Game/main_core/signs/nottingham_train_station/sign_train_station_texture.sign_train_station_texture","0","12","12","1","9.556476","0","15"
"/Game/Mannequin/Character/Materials/M_Male_Body.M_Male_Body","0","0","156","2","0.000000","0","78"
"/Game/main_core/assets/Tram.Tram","0","21","10","1","16.451944","0","62"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","0","0","21","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
